"charts/global_step","20260525_061127__oracle_acc050_cost05_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_061127__oracle_acc050_cost05_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_061127__oracle_acc050_cost05_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_061127__oracle_acc050_cost05_500k__Sokoban-small-v0__seed1 - _step","20260525_061127__oracle_acc050_cost05_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_061127__oracle_acc050_cost05_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_060622__oracle_acc100_cost05_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_060622__oracle_acc100_cost05_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_060622__oracle_acc100_cost05_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_060622__oracle_acc100_cost05_500k__Sokoban-small-v0__seed1 - _step","20260525_060622__oracle_acc100_cost05_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_060622__oracle_acc100_cost05_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_060446__oracle_acc075_cost1_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_060446__oracle_acc075_cost1_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_060446__oracle_acc075_cost1_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_060446__oracle_acc075_cost1_500k__Sokoban-small-v0__seed1 - _step","20260525_060446__oracle_acc075_cost1_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_060446__oracle_acc075_cost1_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_060021__oracle_acc025_cost1_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_060021__oracle_acc025_cost1_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_060021__oracle_acc025_cost1_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_060021__oracle_acc025_cost1_500k__Sokoban-small-v0__seed1 - _step","20260525_060021__oracle_acc025_cost1_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_060021__oracle_acc025_cost1_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_051238__oracle_acc075_cost05_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_051238__oracle_acc075_cost05_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_051238__oracle_acc075_cost05_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_051238__oracle_acc075_cost05_500k__Sokoban-small-v0__seed1 - _step","20260525_051238__oracle_acc075_cost05_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_051238__oracle_acc075_cost05_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_050738__oracle_acc025_cost05_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_050738__oracle_acc025_cost05_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_050738__oracle_acc025_cost05_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_050738__oracle_acc025_cost05_500k__Sokoban-small-v0__seed1 - _step","20260525_050738__oracle_acc025_cost05_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_050738__oracle_acc025_cost05_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_050338__oracle_acc050_cost1_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_050338__oracle_acc050_cost1_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_050338__oracle_acc050_cost1_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_050338__oracle_acc050_cost1_500k__Sokoban-small-v0__seed1 - _step","20260525_050338__oracle_acc050_cost1_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_050338__oracle_acc050_cost1_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_045838__oracle_acc100_cost03_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_045838__oracle_acc100_cost03_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_045838__oracle_acc100_cost03_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_045838__oracle_acc100_cost03_500k__Sokoban-small-v0__seed1 - _step","20260525_045838__oracle_acc100_cost03_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_045838__oracle_acc100_cost03_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_040651__oracle_acc075_cost02_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_040651__oracle_acc075_cost02_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_040651__oracle_acc075_cost02_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_040651__oracle_acc075_cost02_500k__Sokoban-small-v0__seed1 - _step","20260525_040651__oracle_acc075_cost02_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_040651__oracle_acc075_cost02_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_040357__oracle_acc050_cost02_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_040357__oracle_acc050_cost02_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_040357__oracle_acc050_cost02_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_040357__oracle_acc050_cost02_500k__Sokoban-small-v0__seed1 - _step","20260525_040357__oracle_acc050_cost02_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_040357__oracle_acc050_cost02_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_040248__oracle_acc025_cost02_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_040248__oracle_acc025_cost02_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_040248__oracle_acc025_cost02_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_040248__oracle_acc025_cost02_500k__Sokoban-small-v0__seed1 - _step","20260525_040248__oracle_acc025_cost02_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_040248__oracle_acc025_cost02_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_035537__oracle_acc000_cost0_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_035537__oracle_acc000_cost0_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_035537__oracle_acc000_cost0_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_035537__oracle_acc000_cost0_500k__Sokoban-small-v0__seed1 - _step","20260525_035537__oracle_acc000_cost0_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_035537__oracle_acc000_cost0_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_025940__oracle_acc100_cost1_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_025940__oracle_acc100_cost1_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_025940__oracle_acc100_cost1_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_025940__oracle_acc100_cost1_500k__Sokoban-small-v0__seed1 - _step","20260525_025940__oracle_acc100_cost1_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_025940__oracle_acc100_cost1_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_025940__oracle_acc075_cost0_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_025940__oracle_acc075_cost0_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_025940__oracle_acc075_cost0_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_025940__oracle_acc075_cost0_500k__Sokoban-small-v0__seed1 - _step","20260525_025940__oracle_acc075_cost0_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_025940__oracle_acc075_cost0_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_025940__oracle_acc050_cost0_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_025940__oracle_acc050_cost0_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_025940__oracle_acc050_cost0_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_025940__oracle_acc050_cost0_500k__Sokoban-small-v0__seed1 - _step","20260525_025940__oracle_acc050_cost0_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_025940__oracle_acc050_cost0_500k__Sokoban-small-v0__seed1 - _step__MAX","20260525_025940__oracle_acc025_cost0_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep","20260525_025940__oracle_acc025_cost0_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MIN","20260525_025940__oracle_acc025_cost0_500k__Sokoban-small-v0__seed1 - charts/success_rate_50ep__MAX","20260525_025940__oracle_acc025_cost0_500k__Sokoban-small-v0__seed1 - _step","20260525_025940__oracle_acc025_cost0_500k__Sokoban-small-v0__seed1 - _step__MIN","20260525_025940__oracle_acc025_cost0_500k__Sokoban-small-v0__seed1 - _step__MAX"
"229376","0.08","0.08","0.08","229376","229376","229376","0.32","0.32","0.32","229376","229376","229376","0.06","0.06","0.06","229376","229376","229376","0.04","0.04","0.04","229376","229376","229376","0.12","0.12","0.12","229376","229376","229376","0.12","0.12","0.12","229376","229376","229376","0.02","0.02","0.02","229376","229376","229376","0.94","0.94","0.94","229376","229376","229376","0.74","0.74","0.74","229376","229376","229376","0.08","0.08","0.08","229376","229376","229376","0.1","0.1","0.1","229376","229376","229376","0","0","0","229376","229376","229376","0.1","0.1","0.1","229376","229376","229376","0.92","0.92","0.92","229376","229376","229376","0.64","0.64","0.64","229376","229376","229376","0.28","0.28","0.28","229376","229376","229376"
"245760","0.02","0.02","0.02","245760","245760","245760","0.42","0.42","0.42","245760","245760","245760","0.06","0.06","0.06","245760","245760","245760","0.08","0.08","0.08","245760","245760","245760","0.06","0.06","0.06","245760","245760","245760","0.04","0.04","0.04","245760","245760","245760","0.08","0.08","0.08","245760","245760","245760","0.92","0.92","0.92","245760","245760","245760","0.82","0.82","0.82","245760","245760","245760","0.18","0.18","0.18","245760","245760","245760","0.06","0.06","0.06","245760","245760","245760","0.02","0.02","0.02","245760","245760","245760","0.02","0.02","0.02","245760","245760","245760","0.9","0.9","0.9","245760","245760","245760","0.74","0.74","0.74","245760","245760","245760","0.3","0.3","0.3","245760","245760","245760"
"262144","0.04","0.04","0.04","262144","262144","262144","0.26","0.26","0.26","262144","262144","262144","0.04","0.04","0.04","262144","262144","262144","0.04","0.04","0.04","262144","262144","262144","0.06","0.06","0.06","262144","262144","262144","0.02","0.02","0.02","262144","262144","262144","0.04","0.04","0.04","262144","262144","262144","0.92","0.92","0.92","262144","262144","262144","0.92","0.92","0.92","262144","262144","262144","0.1","0.1","0.1","262144","262144","262144","0.06","0.06","0.06","262144","262144","262144","0.02","0.02","0.02","262144","262144","262144","0.14","0.14","0.14","262144","262144","262144","0.9","0.9","0.9","262144","262144","262144","0.66","0.66","0.66","262144","262144","262144","0.38","0.38","0.38","262144","262144","262144"
"278528","0.1","0.1","0.1","278528","278528","278528","0.48","0.48","0.48","278528","278528","278528","0.04","0.04","0.04","278528","278528","278528","0.06","0.06","0.06","278528","278528","278528","0.08","0.08","0.08","278528","278528","278528","0.06","0.06","0.06","278528","278528","278528","0","0","0","278528","278528","278528","1","1","1","278528","278528","278528","0.96","0.96","0.96","278528","278528","278528","0.16","0.16","0.16","278528","278528","278528","0.14","0.14","0.14","278528","278528","278528","0.1","0.1","0.1","278528","278528","278528","0.1","0.1","0.1","278528","278528","278528","0.92","0.92","0.92","278528","278528","278528","0.68","0.68","0.68","278528","278528","278528","0.18","0.18","0.18","278528","278528","278528"
"294912","0.14","0.14","0.14","294912","294912","294912","0.44","0.44","0.44","294912","294912","294912","0.1","0.1","0.1","294912","294912","294912","0.04","0.04","0.04","294912","294912","294912","0.1","0.1","0.1","294912","294912","294912","0.04","0.04","0.04","294912","294912","294912","0.04","0.04","0.04","294912","294912","294912","0.96","0.96","0.96","294912","294912","294912","0.94","0.94","0.94","294912","294912","294912","0.16","0.16","0.16","294912","294912","294912","0.04","0.04","0.04","294912","294912","294912","0.02","0.02","0.02","294912","294912","294912","0.1","0.1","0.1","294912","294912","294912","0.94","0.94","0.94","294912","294912","294912","0.78","0.78","0.78","294912","294912","294912","0.28","0.28","0.28","294912","294912","294912"
"311296","0.06","0.06","0.06","311296","311296","311296","0.46","0.46","0.46","311296","311296","311296","0.04","0.04","0.04","311296","311296","311296","0.1","0.1","0.1","311296","311296","311296","0.1","0.1","0.1","311296","311296","311296","0.14","0.14","0.14","311296","311296","311296","0.14","0.14","0.14","311296","311296","311296","1","1","1","311296","311296","311296","0.86","0.86","0.86","311296","311296","311296","0.2","0.2","0.2","311296","311296","311296","0.06","0.06","0.06","311296","311296","311296","0.06","0.06","0.06","311296","311296","311296","0.08","0.08","0.08","311296","311296","311296","0.86","0.86","0.86","311296","311296","311296","0.78","0.78","0.78","311296","311296","311296","0.38","0.38","0.38","311296","311296","311296"
"327680","0.12","0.12","0.12","327680","327680","327680","0.46","0.46","0.46","327680","327680","327680","0.08","0.08","0.08","327680","327680","327680","0.08","0.08","0.08","327680","327680","327680","0.06","0.06","0.06","327680","327680","327680","0.08","0.08","0.08","327680","327680","327680","0.12","0.12","0.12","327680","327680","327680","0.98","0.98","0.98","327680","327680","327680","0.86","0.86","0.86","327680","327680","327680","0.1","0.1","0.1","327680","327680","327680","0.1","0.1","0.1","327680","327680","327680","0.04","0.04","0.04","327680","327680","327680","0.1","0.1","0.1","327680","327680","327680","0.96","0.96","0.96","327680","327680","327680","0.8","0.8","0.8","327680","327680","327680","0.26","0.26","0.26","327680","327680","327680"
"344064","0","0","0","344064","344064","344064","0.5","0.5","0.5","344064","344064","344064","0.12","0.12","0.12","344064","344064","344064","0.1","0.1","0.1","344064","344064","344064","0.04","0.04","0.04","344064","344064","344064","0.06","0.06","0.06","344064","344064","344064","0.04","0.04","0.04","344064","344064","344064","0.98","0.98","0.98","344064","344064","344064","0.92","0.92","0.92","344064","344064","344064","0.16","0.16","0.16","344064","344064","344064","0.1","0.1","0.1","344064","344064","344064","0.08","0.08","0.08","344064","344064","344064","0.06","0.06","0.06","344064","344064","344064","0.88","0.88","0.88","344064","344064","344064","0.78","0.78","0.78","344064","344064","344064","0.28","0.28","0.28","344064","344064","344064"
"360448","0.02","0.02","0.02","360448","360448","360448","0.46","0.46","0.46","360448","360448","360448","0.1","0.1","0.1","360448","360448","360448","0.06","0.06","0.06","360448","360448","360448","0.06","0.06","0.06","360448","360448","360448","0.06","0.06","0.06","360448","360448","360448","0.06","0.06","0.06","360448","360448","360448","1","1","1","360448","360448","360448","0.88","0.88","0.88","360448","360448","360448","0.08","0.08","0.08","360448","360448","360448","0.06","0.06","0.06","360448","360448","360448","0.08","0.08","0.08","360448","360448","360448","0.02","0.02","0.02","360448","360448","360448","0.92","0.92","0.92","360448","360448","360448","0.72","0.72","0.72","360448","360448","360448","0.32","0.32","0.32","360448","360448","360448"
"376832","0.06","0.06","0.06","376832","376832","376832","0.56","0.56","0.56","376832","376832","376832","0","0","0","376832","376832","376832","0.06","0.06","0.06","376832","376832","376832","0.1","0.1","0.1","376832","376832","376832","0.08","0.08","0.08","376832","376832","376832","0.08","0.08","0.08","376832","376832","376832","0.98","0.98","0.98","376832","376832","376832","0.88","0.88","0.88","376832","376832","376832","0.18","0.18","0.18","376832","376832","376832","0.06","0.06","0.06","376832","376832","376832","0.08","0.08","0.08","376832","376832","376832","0.04","0.04","0.04","376832","376832","376832","0.92","0.92","0.92","376832","376832","376832","0.78","0.78","0.78","376832","376832","376832","0.26","0.26","0.26","376832","376832","376832"
"393216","0.06","0.06","0.06","393216","393216","393216","0.66","0.66","0.66","393216","393216","393216","0.04","0.04","0.04","393216","393216","393216","0.02","0.02","0.02","393216","393216","393216","0.16","0.16","0.16","393216","393216","393216","0.08","0.08","0.08","393216","393216","393216","0.06","0.06","0.06","393216","393216","393216","1","1","1","393216","393216","393216","0.88","0.88","0.88","393216","393216","393216","0.12","0.12","0.12","393216","393216","393216","0.06","0.06","0.06","393216","393216","393216","0.04","0.04","0.04","393216","393216","393216","0.04","0.04","0.04","393216","393216","393216","0.96","0.96","0.96","393216","393216","393216","0.76","0.76","0.76","393216","393216","393216","0.38","0.38","0.38","393216","393216","393216"
"409600","0.06","0.06","0.06","409600","409600","409600","0.78","0.78","0.78","409600","409600","409600","0.04","0.04","0.04","409600","409600","409600","0.08","0.08","0.08","409600","409600","409600","0.1","0.1","0.1","409600","409600","409600","0","0","0","409600","409600","409600","0.04","0.04","0.04","409600","409600","409600","1","1","1","409600","409600","409600","0.92","0.92","0.92","409600","409600","409600","0.24","0.24","0.24","409600","409600","409600","0","0","0","409600","409600","409600","0.02","0.02","0.02","409600","409600","409600","0.02","0.02","0.02","409600","409600","409600","0.96","0.96","0.96","409600","409600","409600","0.74","0.74","0.74","409600","409600","409600","0.3","0.3","0.3","409600","409600","409600"
"425984","0.08","0.08","0.08","425984","425984","425984","0.82","0.82","0.82","425984","425984","425984","0.06","0.06","0.06","425984","425984","425984","0.06","0.06","0.06","425984","425984","425984","0.12","0.12","0.12","425984","425984","425984","0.08","0.08","0.08","425984","425984","425984","0.04","0.04","0.04","425984","425984","425984","1","1","1","425984","425984","425984","0.94","0.94","0.94","425984","425984","425984","0.22","0.22","0.22","425984","425984","425984","0.04","0.04","0.04","425984","425984","425984","0.04","0.04","0.04","425984","425984","425984","0.06","0.06","0.06","425984","425984","425984","0.96","0.96","0.96","425984","425984","425984","0.86","0.86","0.86","425984","425984","425984","0.4","0.4","0.4","425984","425984","425984"
"442368","0.1","0.1","0.1","442368","442368","442368","0.94","0.94","0.94","442368","442368","442368","0.1","0.1","0.1","442368","442368","442368","0","0","0","442368","442368","442368","0.08","0.08","0.08","442368","442368","442368","0.06","0.06","0.06","442368","442368","442368","0.02","0.02","0.02","442368","442368","442368","1","1","1","442368","442368","442368","0.98","0.98","0.98","442368","442368","442368","0.28","0.28","0.28","442368","442368","442368","0.02","0.02","0.02","442368","442368","442368","0.14","0.14","0.14","442368","442368","442368","0.1","0.1","0.1","442368","442368","442368","0.9","0.9","0.9","442368","442368","442368","0.76","0.76","0.76","442368","442368","442368","0.46","0.46","0.46","442368","442368","442368"
"458752","0.08","0.08","0.08","458752","458752","458752","0.84","0.84","0.84","458752","458752","458752","0.08","0.08","0.08","458752","458752","458752","0.02","0.02","0.02","458752","458752","458752","0.16","0.16","0.16","458752","458752","458752","0.2","0.2","0.2","458752","458752","458752","0.04","0.04","0.04","458752","458752","458752","1","1","1","458752","458752","458752","0.96","0.96","0.96","458752","458752","458752","0.24","0.24","0.24","458752","458752","458752","0.04","0.04","0.04","458752","458752","458752","0.06","0.06","0.06","458752","458752","458752","0.08","0.08","0.08","458752","458752","458752","0.96","0.96","0.96","458752","458752","458752","0.92","0.92","0.92","458752","458752","458752","0.36","0.36","0.36","458752","458752","458752"
"475136","0.02","0.02","0.02","475136","475136","475136","0.92","0.92","0.92","475136","475136","475136","0.08","0.08","0.08","475136","475136","475136","0.08","0.08","0.08","475136","475136","475136","0.06","0.06","0.06","475136","475136","475136","0.08","0.08","0.08","475136","475136","475136","0.08","0.08","0.08","475136","475136","475136","1","1","1","475136","475136","475136","0.96","0.96","0.96","475136","475136","475136","0.34","0.34","0.34","475136","475136","475136","0.04","0.04","0.04","475136","475136","475136","0.04","0.04","0.04","475136","475136","475136","0.1","0.1","0.1","475136","475136","475136","0.92","0.92","0.92","475136","475136","475136","0.76","0.76","0.76","475136","475136","475136","0.46","0.46","0.46","475136","475136","475136"
"491520","0.08","0.08","0.08","491520","491520","491520","0.9","0.9","0.9","491520","491520","491520","0.06","0.06","0.06","491520","491520","491520","0.04","0.04","0.04","491520","491520","491520","0.14","0.14","0.14","491520","491520","491520","0.14","0.14","0.14","491520","491520","491520","0.08","0.08","0.08","491520","491520","491520","1","1","1","491520","491520","491520","0.82","0.82","0.82","491520","491520","491520","0.34","0.34","0.34","491520","491520","491520","0.12","0.12","0.12","491520","491520","491520","0.08","0.08","0.08","491520","491520","491520","0.12","0.12","0.12","491520","491520","491520","0.96","0.96","0.96","491520","491520","491520","0.8","0.8","0.8","491520","491520","491520","0.4","0.4","0.4","491520","491520","491520"
